clip_uid,play_id,filmroom_url,pitch_type,game_date,game_pk,at_bat_number,pitch_number,stand,p_throws,balls,strikes,release_speed,description,video_file
823617_ab65_p3,58d19398-6610-3c30-8840-e0bde8c02e84,"https://www.mlb.com/video/search?q=playid=""58d19398-6610-3c30-8840-e0bde8c02e84""",CH,2026-06-12,823617,65,3,R,R,1,1,82.6,foul_tip,
823617_ab65_p4,db08c451-d152-3081-96a3-99b1e204e884,"https://www.mlb.com/video/search?q=playid=""db08c451-d152-3081-96a3-99b1e204e884""",CH,2026-06-12,823617,65,4,R,R,1,2,81.7,hit_into_play,
823617_ab66_p6,52fdb126-cd2f-3786-9513-cc4338802345,"https://www.mlb.com/video/search?q=playid=""52fdb126-cd2f-3786-9513-cc4338802345""",CH,2026-06-12,823617,66,6,L,R,2,2,82.7,hit_into_play,
823617_ab72_p12,def8413e-1d8d-321e-8d94-4be056015d14,"https://www.mlb.com/video/search?q=playid=""def8413e-1d8d-321e-8d94-4be056015d14""",CH,2026-06-12,823617,72,12,R,R,2,2,84.6,foul,
823617_ab72_p13,a8b647a0-a2e8-3e5b-ac3e-c81ae6d24b2d,"https://www.mlb.com/video/search?q=playid=""a8b647a0-a2e8-3e5b-ac3e-c81ae6d24b2d""",CH,2026-06-12,823617,72,13,R,R,2,2,82.4,foul,
823617_ab72_p2,24216459-5385-3206-b65a-56695c098f29,"https://www.mlb.com/video/search?q=playid=""24216459-5385-3206-b65a-56695c098f29""",CH,2026-06-12,823617,72,2,R,R,0,1,85,foul,
823617_ab72_p3,95ff4517-88e5-3554-a0c7-ff81053472df,"https://www.mlb.com/video/search?q=playid=""95ff4517-88e5-3554-a0c7-ff81053472df""",CH,2026-06-12,823617,72,3,R,R,0,2,83.9,ball,
823617_ab72_p4,6343b554-238b-3195-9c88-7dcd4bcdde0b,"https://www.mlb.com/video/search?q=playid=""6343b554-238b-3195-9c88-7dcd4bcdde0b""",CH,2026-06-12,823617,72,4,R,R,1,2,82.8,foul,
823617_ab72_p5,1e98a44e-35b6-3a87-a96c-40d105234892,"https://www.mlb.com/video/search?q=playid=""1e98a44e-35b6-3a87-a96c-40d105234892""",CH,2026-06-12,823617,72,5,R,R,1,2,83.4,foul,
823617_ab72_p8,e3a090cd-4981-3203-8907-3e7e30ef5d96,"https://www.mlb.com/video/search?q=playid=""e3a090cd-4981-3203-8907-3e7e30ef5d96""",CH,2026-06-12,823617,72,8,R,R,2,2,84.2,foul,
823617_ab72_p9,4daec48a-3ff7-30ac-9d82-a700a0094517,"https://www.mlb.com/video/search?q=playid=""4daec48a-3ff7-30ac-9d82-a700a0094517""",CH,2026-06-12,823617,72,9,R,R,2,2,83.2,foul,
823617_ab73_p2,a39ae122-6740-309c-a311-d057cd879ead,"https://www.mlb.com/video/search?q=playid=""a39ae122-6740-309c-a311-d057cd879ead""",CH,2026-06-12,823617,73,2,L,R,1,0,84.2,called_strike,
823617_ab73_p3,1282b2de-68f3-3fef-9de6-69c51d7a0954,"https://www.mlb.com/video/search?q=playid=""1282b2de-68f3-3fef-9de6-69c51d7a0954""",CH,2026-06-12,823617,73,3,L,R,1,1,82.2,swinging_strike,
823617_ab74_p4,7f904cc0-86a2-32c4-b8f4-532e58d4eb49,"https://www.mlb.com/video/search?q=playid=""7f904cc0-86a2-32c4-b8f4-532e58d4eb49""",CH,2026-06-12,823617,74,4,L,R,0,2,84.1,foul_tip,
823448_ab74_p3,df299a99-45e6-3d02-8cdd-78499535a5dd,"https://www.mlb.com/video/search?q=playid=""df299a99-45e6-3d02-8cdd-78499535a5dd""",CH,2026-06-18,823448,74,3,R,R,1,1,83.4,swinging_strike,
823448_ab74_p4,9b9869a9-2a5f-3f5c-bcaf-844f599e9d6f,"https://www.mlb.com/video/search?q=playid=""9b9869a9-2a5f-3f5c-bcaf-844f599e9d6f""",CH,2026-06-18,823448,74,4,R,R,1,2,84.3,ball,
823448_ab74_p5,648806f1-a572-3e27-a88a-a50a09305e31,"https://www.mlb.com/video/search?q=playid=""648806f1-a572-3e27-a88a-a50a09305e31""",CH,2026-06-18,823448,74,5,R,R,2,2,84.5,swinging_strike,
823448_ab75_p1,69601685-f903-38ea-8211-482ff50e54bd,"https://www.mlb.com/video/search?q=playid=""69601685-f903-38ea-8211-482ff50e54bd""",CH,2026-06-18,823448,75,1,L,R,0,0,83.7,ball,
823448_ab75_p4,8b825cea-165a-3ed6-8426-4da78dfb247e,"https://www.mlb.com/video/search?q=playid=""8b825cea-165a-3ed6-8426-4da78dfb247e""",CH,2026-06-18,823448,75,4,L,R,2,1,83.4,ball,
823448_ab76_p1,91b4347c-64fc-3094-8840-d0674a3a714a,"https://www.mlb.com/video/search?q=playid=""91b4347c-64fc-3094-8840-d0674a3a714a""",CH,2026-06-18,823448,76,1,R,R,0,0,84.9,swinging_strike,
823448_ab76_p2,4a198d71-0230-3cf7-af61-b792ac4c582a,"https://www.mlb.com/video/search?q=playid=""4a198d71-0230-3cf7-af61-b792ac4c582a""",CH,2026-06-18,823448,76,2,R,R,0,1,83.9,swinging_strike,
823448_ab76_p3,ac46ded6-752c-3ad8-9f85-7afdd8d7bc41,"https://www.mlb.com/video/search?q=playid=""ac46ded6-752c-3ad8-9f85-7afdd8d7bc41""",CH,2026-06-18,823448,76,3,R,R,0,2,84.5,hit_into_play,
823448_ab77_p3,64b5049f-0ea7-3791-8333-3c9207a35b75,"https://www.mlb.com/video/search?q=playid=""64b5049f-0ea7-3791-8333-3c9207a35b75""",CH,2026-06-18,823448,77,3,L,R,0,2,84.3,hit_into_play,
823448_ab78_p2,a6706e59-6584-3f88-9dd9-0e6ca2c6ca64,"https://www.mlb.com/video/search?q=playid=""a6706e59-6584-3f88-9dd9-0e6ca2c6ca64""",CH,2026-06-18,823448,78,2,L,R,0,1,83.9,hit_into_play,
823448_ab79_p3,aca25ef0-2ca6-328e-a136-621074bccf91,"https://www.mlb.com/video/search?q=playid=""aca25ef0-2ca6-328e-a136-621074bccf91""",CH,2026-06-18,823448,79,3,L,R,0,2,84.2,ball,
823611_ab73_p4,fd17f6fd-6c9c-3956-a246-2959bebbb81f,"https://www.mlb.com/video/search?q=playid=""fd17f6fd-6c9c-3956-a246-2959bebbb81f""",CH,2026-06-24,823611,73,4,R,R,1,2,83.8,hit_into_play,
823611_ab74_p1,ff49b12b-c634-37a7-b72f-e4994e2dc4ae,"https://www.mlb.com/video/search?q=playid=""ff49b12b-c634-37a7-b72f-e4994e2dc4ae""",CH,2026-06-24,823611,74,1,L,R,0,0,81.6,called_strike,
823611_ab74_p2,26411969-2d7c-37f3-87e0-2fd59c17c7a9,"https://www.mlb.com/video/search?q=playid=""26411969-2d7c-37f3-87e0-2fd59c17c7a9""",CH,2026-06-24,823611,74,2,L,R,0,1,82.7,ball,
823611_ab74_p3,9271571f-899c-3bb7-861a-95ba28f085b6,"https://www.mlb.com/video/search?q=playid=""9271571f-899c-3bb7-861a-95ba28f085b6""",CH,2026-06-24,823611,74,3,L,R,1,1,81.8,called_strike,
823611_ab74_p5,97ebdaeb-10f1-3f55-a139-883f4c09f21b,"https://www.mlb.com/video/search?q=playid=""97ebdaeb-10f1-3f55-a139-883f4c09f21b""",CH,2026-06-24,823611,74,5,L,R,2,2,83.2,foul_tip,
823611_ab76_p1,cd36c97b-dcbb-3841-9f77-e3da47231b3a,"https://www.mlb.com/video/search?q=playid=""cd36c97b-dcbb-3841-9f77-e3da47231b3a""",CH,2026-06-24,823611,76,1,R,R,0,0,84.7,foul,
823611_ab76_p2,6825eea7-c17c-3f07-9c44-cd03d439fb38,"https://www.mlb.com/video/search?q=playid=""6825eea7-c17c-3f07-9c44-cd03d439fb38""",CH,2026-06-24,823611,76,2,R,R,0,1,83.6,foul,
823611_ab77_p1,5b2bfeb8-7017-3f82-8b73-5d034bc08285,"https://www.mlb.com/video/search?q=playid=""5b2bfeb8-7017-3f82-8b73-5d034bc08285""",CH,2026-06-24,823611,77,1,L,R,0,0,84.1,hit_into_play,
823611_ab78_p2,6a4c9af0-1176-324e-b338-b4b9da43151c,"https://www.mlb.com/video/search?q=playid=""6a4c9af0-1176-324e-b338-b4b9da43151c""",CH,2026-06-24,823611,78,2,R,R,1,0,83.7,ball,
823611_ab78_p3,a50813f2-a520-39e4-b22c-fb69d1f7dd47,"https://www.mlb.com/video/search?q=playid=""a50813f2-a520-39e4-b22c-fb69d1f7dd47""",CH,2026-06-24,823611,78,3,R,R,2,0,82.9,called_strike,
823611_ab79_p1,8738a75f-ef93-3ca0-b60a-ce56cb37777a,"https://www.mlb.com/video/search?q=playid=""8738a75f-ef93-3ca0-b60a-ce56cb37777a""",CH,2026-06-24,823611,79,1,L,R,0,0,82.4,called_strike,
823611_ab79_p2,045e986d-d5cc-3e86-babf-713bcc374f31,"https://www.mlb.com/video/search?q=playid=""045e986d-d5cc-3e86-babf-713bcc374f31""",CH,2026-06-24,823611,79,2,L,R,0,1,84.2,hit_into_play,
823612_ab71_p5,e108d617-777e-3ff2-8cf6-81996648e87e,"https://www.mlb.com/video/search?q=playid=""e108d617-777e-3ff2-8cf6-81996648e87e""",CH,2026-06-25,823612,71,5,R,R,3,1,83.4,called_strike,
823612_ab71_p6,45f641a5-070b-3b85-a29b-cae652515c6f,"https://www.mlb.com/video/search?q=playid=""45f641a5-070b-3b85-a29b-cae652515c6f""",CH,2026-06-25,823612,71,6,R,R,3,2,83.6,hit_into_play,
823612_ab72_p2,88f5c0dd-7748-37bd-b4bb-fcae8c0949c9,"https://www.mlb.com/video/search?q=playid=""88f5c0dd-7748-37bd-b4bb-fcae8c0949c9""",CH,2026-06-25,823612,72,2,L,R,0,1,83.4,hit_into_play,
823612_ab73_p1,3d335d40-aaa8-3896-a4bb-54c1b6b284bb,"https://www.mlb.com/video/search?q=playid=""3d335d40-aaa8-3896-a4bb-54c1b6b284bb""",CH,2026-06-25,823612,73,1,R,R,0,0,84.2,ball,
823612_ab73_p2,40ce33ca-ff6c-3d94-b332-03cc6092d104,"https://www.mlb.com/video/search?q=playid=""40ce33ca-ff6c-3d94-b332-03cc6092d104""",CH,2026-06-25,823612,73,2,R,R,1,0,83.4,swinging_strike,
823612_ab73_p3,1e3dadc2-ee0d-3e1c-bfb4-b86ea658eb0a,"https://www.mlb.com/video/search?q=playid=""1e3dadc2-ee0d-3e1c-bfb4-b86ea658eb0a""",CH,2026-06-25,823612,73,3,R,R,1,1,83.7,swinging_strike,
823612_ab73_p4,ad92236e-1f74-33ae-84a0-3faa0b40747a,"https://www.mlb.com/video/search?q=playid=""ad92236e-1f74-33ae-84a0-3faa0b40747a""",CH,2026-06-25,823612,73,4,R,R,1,2,84,swinging_strike_blocked,
823609_ab68_p2,500baf35-790a-3dc0-b2d4-278f7b5bc8ed,"https://www.mlb.com/video/search?q=playid=""500baf35-790a-3dc0-b2d4-278f7b5bc8ed""",CH,2026-06-27,823609,68,2,L,R,0,1,83.1,swinging_strike,
823609_ab69_p3,6633f99b-0784-3607-bf9d-01a316eb5b35,"https://www.mlb.com/video/search?q=playid=""6633f99b-0784-3607-bf9d-01a316eb5b35""",CH,2026-06-27,823609,69,3,L,R,1,1,82,ball,
823609_ab69_p6,69d6b7be-216a-3dbb-a680-df779d041ee7,"https://www.mlb.com/video/search?q=playid=""69d6b7be-216a-3dbb-a680-df779d041ee7""",CH,2026-06-27,823609,69,6,L,R,3,2,82.7,ball,
823609_ab70_p2,05249f4a-fb29-3f1b-bf2f-dbeb899ed9d0,"https://www.mlb.com/video/search?q=playid=""05249f4a-fb29-3f1b-bf2f-dbeb899ed9d0""",CH,2026-06-27,823609,70,2,R,R,1,0,83.3,hit_into_play,
823609_ab71_p1,ab42a97c-c661-3d5a-bb27-a985f39eebb4,"https://www.mlb.com/video/search?q=playid=""ab42a97c-c661-3d5a-bb27-a985f39eebb4""",CH,2026-06-27,823609,71,1,L,R,0,0,82.4,called_strike,
823609_ab71_p2,3d492433-aaeb-3b53-8f10-3c96d9dec0f2,"https://www.mlb.com/video/search?q=playid=""3d492433-aaeb-3b53-8f10-3c96d9dec0f2""",CH,2026-06-27,823609,71,2,L,R,0,1,81.8,swinging_strike,
823609_ab71_p3,4f71184f-5b9d-34b6-bc25-a586c469547a,"https://www.mlb.com/video/search?q=playid=""4f71184f-5b9d-34b6-bc25-a586c469547a""",CH,2026-06-27,823609,71,3,L,R,0,2,81.3,swinging_strike_blocked,
822793_ab69_p2,c2beaa02-eebc-3faf-b7b3-38b6e13d6dcc,"https://www.mlb.com/video/search?q=playid=""c2beaa02-eebc-3faf-b7b3-38b6e13d6dcc""",CH,2026-06-30,822793,69,2,R,R,0,1,82.9,foul,
822793_ab69_p3,23d13f0d-488d-3d4b-8f2f-02074b35ce83,"https://www.mlb.com/video/search?q=playid=""23d13f0d-488d-3d4b-8f2f-02074b35ce83""",CH,2026-06-30,822793,69,3,R,R,0,2,82.6,hit_into_play,
822793_ab70_p1,fc855670-82b9-356b-8614-b180455bda05,"https://www.mlb.com/video/search?q=playid=""fc855670-82b9-356b-8614-b180455bda05""",CH,2026-06-30,822793,70,1,L,R,0,0,82.6,called_strike,
822793_ab71_p4,5ccdb647-e0cc-3e05-aa6a-5e80b6b3f2e7,"https://www.mlb.com/video/search?q=playid=""5ccdb647-e0cc-3e05-aa6a-5e80b6b3f2e7""",CH,2026-06-30,822793,71,4,R,R,1,2,84.5,foul,
822793_ab71_p5,2e17c88a-3199-3d84-8635-5bd19e6e2a26,"https://www.mlb.com/video/search?q=playid=""2e17c88a-3199-3d84-8635-5bd19e6e2a26""",CH,2026-06-30,822793,71,5,R,R,1,2,83.9,foul,
822793_ab71_p6,101e0ba0-c1de-3086-867b-2fd2a906192a,"https://www.mlb.com/video/search?q=playid=""101e0ba0-c1de-3086-867b-2fd2a906192a""",CH,2026-06-30,822793,71,6,R,R,1,2,82.4,foul,
822793_ab72_p3,184bfd6a-0fe0-3af7-823f-ca9b57014f2d,"https://www.mlb.com/video/search?q=playid=""184bfd6a-0fe0-3af7-823f-ca9b57014f2d""",CH,2026-06-30,822793,72,3,R,R,2,0,83.5,called_strike,
822793_ab72_p4,fbf68dd8-9484-3a48-ab38-b26b96fc7a60,"https://www.mlb.com/video/search?q=playid=""fbf68dd8-9484-3a48-ab38-b26b96fc7a60""",CH,2026-06-30,822793,72,4,R,R,2,1,84.3,ball,
822793_ab72_p6,dbaff64a-18dc-34d4-8e30-a6d0f2b47872,"https://www.mlb.com/video/search?q=playid=""dbaff64a-18dc-34d4-8e30-a6d0f2b47872""",CH,2026-06-30,822793,72,6,R,R,3,2,83.4,hit_into_play,
824902_ab79_p2,5a292837-d2b7-37f8-afb5-392060f486f0,"https://www.mlb.com/video/search?q=playid=""5a292837-d2b7-37f8-afb5-392060f486f0""",CH,2026-07-05,824902,79,2,L,R,0,1,81.7,foul,
824902_ab79_p3,0cea5e8f-cb31-3294-85b8-ca1d32f2d198,"https://www.mlb.com/video/search?q=playid=""0cea5e8f-cb31-3294-85b8-ca1d32f2d198""",CH,2026-07-05,824902,79,3,L,R,0,2,83.1,foul,
824902_ab79_p6,3f9ffaa1-53b5-381f-94ad-5b201300c686,"https://www.mlb.com/video/search?q=playid=""3f9ffaa1-53b5-381f-94ad-5b201300c686""",CH,2026-07-05,824902,79,6,L,R,0,2,81.8,foul,
824902_ab80_p1,4d51aea8-18b8-3b14-90b3-c518f7df62ec,"https://www.mlb.com/video/search?q=playid=""4d51aea8-18b8-3b14-90b3-c518f7df62ec""",CH,2026-07-05,824902,80,1,L,R,0,0,82,called_strike,
824902_ab80_p2,02a76ac5-b7b5-33b4-8cb8-df83aee3d927,"https://www.mlb.com/video/search?q=playid=""02a76ac5-b7b5-33b4-8cb8-df83aee3d927""",CH,2026-07-05,824902,80,2,L,R,0,1,82.3,ball,
824902_ab80_p3,655fba69-c798-3695-aabf-a125f79f17be,"https://www.mlb.com/video/search?q=playid=""655fba69-c798-3695-aabf-a125f79f17be""",CH,2026-07-05,824902,80,3,L,R,1,1,83,hit_into_play,
824902_ab81_p1,6e7c6a2f-0701-37c8-97ff-a6d90efa7583,"https://www.mlb.com/video/search?q=playid=""6e7c6a2f-0701-37c8-97ff-a6d90efa7583""",CH,2026-07-05,824902,81,1,L,R,0,0,82,foul,
824902_ab81_p2,097f987b-a273-3ebf-8b71-1dfbaa86e154,"https://www.mlb.com/video/search?q=playid=""097f987b-a273-3ebf-8b71-1dfbaa86e154""",CH,2026-07-05,824902,81,2,L,R,0,1,81.7,swinging_strike,
824902_ab81_p3,1024adc5-f467-3c76-a574-42661af1b539,"https://www.mlb.com/video/search?q=playid=""1024adc5-f467-3c76-a574-42661af1b539""",CH,2026-07-05,824902,81,3,L,R,0,2,83.5,ball,
824902_ab81_p4,20b59230-1e0b-3bb7-a6c1-e89c0e78a003,"https://www.mlb.com/video/search?q=playid=""20b59230-1e0b-3bb7-a6c1-e89c0e78a003""",CH,2026-07-05,824902,81,4,L,R,1,2,82,hit_into_play,
824902_ab82_p2,65a129c6-5de6-3941-a423-07287c380b30,"https://www.mlb.com/video/search?q=playid=""65a129c6-5de6-3941-a423-07287c380b30""",CH,2026-07-05,824902,82,2,R,R,1,0,83.9,hit_into_play,
824902_ab83_p2,e773e883-fc8f-341f-9bd2-e3d2123be9fe,"https://www.mlb.com/video/search?q=playid=""e773e883-fc8f-341f-9bd2-e3d2123be9fe""",CH,2026-07-05,824902,83,2,L,R,1,0,83.4,blocked_ball,
824902_ab83_p5,41849980-d872-3faf-97be-1b6a6f81dae2,"https://www.mlb.com/video/search?q=playid=""41849980-d872-3faf-97be-1b6a6f81dae2""",CH,2026-07-05,824902,83,5,L,R,2,2,83.4,swinging_strike,
824900_ab77_p5,fe10f550-1aff-312d-bea3-8d23d8989396,"https://www.mlb.com/video/search?q=playid=""fe10f550-1aff-312d-bea3-8d23d8989396""",CH,2026-07-06,824900,77,5,L,R,2,2,83.4,foul,
824900_ab77_p6,82e8cfdf-c7bd-33eb-ac4d-fd79c7b1849c,"https://www.mlb.com/video/search?q=playid=""82e8cfdf-c7bd-33eb-ac4d-fd79c7b1849c""",CH,2026-07-06,824900,77,6,L,R,2,2,82.5,hit_into_play,
824900_ab78_p1,79bbcc06-7f4f-37a3-a2c9-522ff35109bf,"https://www.mlb.com/video/search?q=playid=""79bbcc06-7f4f-37a3-a2c9-522ff35109bf""",CH,2026-07-06,824900,78,1,L,R,0,0,81.9,ball,
824900_ab79_p1,72ee022f-61c4-35e5-8c03-4e5c23d28da7,"https://www.mlb.com/video/search?q=playid=""72ee022f-61c4-35e5-8c03-4e5c23d28da7""",CH,2026-07-06,824900,79,1,L,R,0,0,81.8,foul,
824900_ab79_p4,b9d07bcb-a63c-3f47-9b6f-7de413b789df,"https://www.mlb.com/video/search?q=playid=""b9d07bcb-a63c-3f47-9b6f-7de413b789df""",CH,2026-07-06,824900,79,4,L,R,2,1,84.1,foul,
824900_ab80_p3,3c7de642-e403-3b0d-af7e-816b0893a8b5,"https://www.mlb.com/video/search?q=playid=""3c7de642-e403-3b0d-af7e-816b0893a8b5""",CH,2026-07-06,824900,80,3,R,R,0,2,84.1,ball,
824900_ab80_p4,bf0fc31b-e5cb-329a-9ec4-550eb7b042cd,"https://www.mlb.com/video/search?q=playid=""bf0fc31b-e5cb-329a-9ec4-550eb7b042cd""",CH,2026-07-06,824900,80,4,R,R,1,2,83.4,hit_into_play,
824900_ab81_p1,a23bb795-d8cf-389a-abdd-914f0ec6116d,"https://www.mlb.com/video/search?q=playid=""a23bb795-d8cf-389a-abdd-914f0ec6116d""",CH,2026-07-06,824900,81,1,R,R,0,0,84.8,swinging_strike,
824900_ab81_p2,32a58eca-3724-30e4-89b2-3bbad7df95b9,"https://www.mlb.com/video/search?q=playid=""32a58eca-3724-30e4-89b2-3bbad7df95b9""",CH,2026-07-06,824900,81,2,R,R,0,1,84.8,blocked_ball,
824900_ab81_p5,4df25cf8-ff76-39e2-ab3d-a3e61aa243bf,"https://www.mlb.com/video/search?q=playid=""4df25cf8-ff76-39e2-ab3d-a3e61aa243bf""",CH,2026-07-06,824900,81,5,R,R,2,2,84.6,ball,
824900_ab81_p6,843a8b09-c904-346d-ab76-fa40fa00ce77,"https://www.mlb.com/video/search?q=playid=""843a8b09-c904-346d-ab76-fa40fa00ce77""",CH,2026-07-06,824900,81,6,R,R,3,2,84.8,ball,
824900_ab82_p1,fbea5ed4-9f8b-30ec-a232-8237518ac4fa,"https://www.mlb.com/video/search?q=playid=""fbea5ed4-9f8b-30ec-a232-8237518ac4fa""",CH,2026-07-06,824900,82,1,R,R,0,0,83.6,ball,
824900_ab82_p3,80e8dede-5fd6-3ec6-a668-d0049f2fc0a7,"https://www.mlb.com/video/search?q=playid=""80e8dede-5fd6-3ec6-a668-d0049f2fc0a7""",CH,2026-07-06,824900,82,3,R,R,1,1,83.9,hit_into_play,
823606_ab70_p1,21040e49-af85-3457-92f7-d05d59d9972c,"https://www.mlb.com/video/search?q=playid=""21040e49-af85-3457-92f7-d05d59d9972c""",CH,2026-07-09,823606,70,1,L,R,0,0,81.1,swinging_strike,
823606_ab70_p4,5e32cc39-f5fa-35d9-99dc-034fad071510,"https://www.mlb.com/video/search?q=playid=""5e32cc39-f5fa-35d9-99dc-034fad071510""",CH,2026-07-09,823606,70,4,L,R,0,2,81.6,ball,
823606_ab70_p5,c24a4f91-589e-3fc6-b253-5e99593fddc6,"https://www.mlb.com/video/search?q=playid=""c24a4f91-589e-3fc6-b253-5e99593fddc6""",CH,2026-07-09,823606,70,5,L,R,1,2,82.1,called_strike,
823606_ab71_p1,5adf01f5-3f9c-357f-92eb-ce76e0a940bb,"https://www.mlb.com/video/search?q=playid=""5adf01f5-3f9c-357f-92eb-ce76e0a940bb""",CH,2026-07-09,823606,71,1,R,R,0,0,81.1,ball,
823606_ab71_p3,47e9d93b-8dcd-3df1-b3c6-624d0552ab2e,"https://www.mlb.com/video/search?q=playid=""47e9d93b-8dcd-3df1-b3c6-624d0552ab2e""",CH,2026-07-09,823606,71,3,R,R,1,1,83.2,foul,
823606_ab71_p4,5ff50726-8ce1-3e7b-9b6d-6899b2bbaab9,"https://www.mlb.com/video/search?q=playid=""5ff50726-8ce1-3e7b-9b6d-6899b2bbaab9""",CH,2026-07-09,823606,71,4,R,R,1,2,82.1,ball,
823606_ab72_p1,3816555c-e9e1-375a-88a9-4eb73365d69b,"https://www.mlb.com/video/search?q=playid=""3816555c-e9e1-375a-88a9-4eb73365d69b""",CH,2026-07-09,823606,72,1,L,R,0,0,81.9,ball,
823606_ab72_p4,e2cfb4b6-4e27-3983-8ae3-1f5c96b49346,"https://www.mlb.com/video/search?q=playid=""e2cfb4b6-4e27-3983-8ae3-1f5c96b49346""",CH,2026-07-09,823606,72,4,L,R,2,1,82.5,ball,
823602_ab58_p3,d8701a45-27fe-375e-94c1-27d11c2eb140,"https://www.mlb.com/video/search?q=playid=""d8701a45-27fe-375e-94c1-27d11c2eb140""",CH,2026-07-12,823602,58,3,R,R,1,1,82.5,hit_into_play,
823602_ab59_p1,75805125-464a-3247-b682-3311ddad0261,"https://www.mlb.com/video/search?q=playid=""75805125-464a-3247-b682-3311ddad0261""",CH,2026-07-12,823602,59,1,L,R,0,0,82,hit_into_play,
823602_ab61_p5,e9843e7d-1ca1-30c7-ac61-cfcbe9ff07e1,"https://www.mlb.com/video/search?q=playid=""e9843e7d-1ca1-30c7-ac61-cfcbe9ff07e1""",CH,2026-07-12,823602,61,5,R,R,1,2,84.1,blocked_ball,
823602_ab61_p6,75ab35ce-2594-33c6-8267-ae8c26d6e620,"https://www.mlb.com/video/search?q=playid=""75ab35ce-2594-33c6-8267-ae8c26d6e620""",CH,2026-07-12,823602,61,6,R,R,2,2,84.6,ball,
823602_ab62_p1,585aa8b0-a17d-35ee-b4e2-ac2448090d73,"https://www.mlb.com/video/search?q=playid=""585aa8b0-a17d-35ee-b4e2-ac2448090d73""",CH,2026-07-12,823602,62,1,R,R,0,0,84.3,called_strike,
823602_ab62_p3,18ca1dec-536e-3a4e-a21c-1349b3955330,"https://www.mlb.com/video/search?q=playid=""18ca1dec-536e-3a4e-a21c-1349b3955330""",CH,2026-07-12,823602,62,3,R,R,1,1,84.9,blocked_ball,
823602_ab63_p1,16152579-6202-3fd5-86c2-843b8c3a08a1,"https://www.mlb.com/video/search?q=playid=""16152579-6202-3fd5-86c2-843b8c3a08a1""",CH,2026-07-12,823602,63,1,L,R,0,0,84.5,swinging_strike,
823602_ab63_p2,3a5fa095-c9b5-3b09-8973-c92b5b7b64a5,"https://www.mlb.com/video/search?q=playid=""3a5fa095-c9b5-3b09-8973-c92b5b7b64a5""",CH,2026-07-12,823602,63,2,L,R,0,1,84.1,hit_into_play,
